company_name,year_founded,Industries,hq,zipcode,description,operating_status,cb_rank,funding_status,funding_date,funding_type,ipo_status,estimated_revenue,num_employees,num_funding_rounds,total_funding,top_investors,num_investors,operating_status_binary,num_employees_cat,clean_name,city,state,country
Trusted Space,2019,"Information Technology, Machine Learning, Satellite Communication, Simulation, Software, Space Travel","Leesburg, Virginia, United States",20175,"Trusted Space is a differentiated professional services company focused on providing modeling, simulation & analysis services.",Active,1482909,0,0,0,Private,Less than $1M,11-50,0,0,0,0,1,11-50,TRUSTED SPACE,Leesburg,Virginia,United States
VRTL Space,2016,"Consulting, Information Technology","Washington, District of Columbia, United States",20171,VRTL Space is a preeminent management and technology consulting firm.,Active,1418036,0,0,0,Private,$1M to $10M,10-Jan,0,0,0,0,1,10-Jan,VRTL SPACE,Washington,District of Columbia,United States
Peraton,2017,"Cyber Security, Information Services, Information Technology","Herndon, Virginia, United States",20170,Fearlessly solving the world's most complex challenges to keep people safe and secure.,Active,3263821,M&A,0,0,Private,$1B to $10B,10001+,0,0,0,0,1,10001+,PERATON,Herndon,Virginia,United States
HawkEye 360,2015,"Aerospace, Analytics, Wireless","Herndon, Virginia, United States",20170,HawkEye 360 is a data analytics company that develops space-based radio frequency mapping.,Active,3097,Late Stage Venture,2024-04-02,Debt Financing,Private,$1M to $10M,101-250,11,412300000,"BlackRock, Alumni Ventures, Insight Partners, Silicon Valley Bank, Seraphim Space",30,1,101-250,HAWKEYE 360,Herndon,Virginia,United States
HelloGov,2016,"Artificial Intelligence (AI), Machine Learning","Ashburn, Virginia, United States",20147,"HelloGov is a full-stack AI/ML company, providing computer vision, NLP, and high quality training data for the public sector.",Active,73775,Early Stage Venture,2018-07-01,Series A,Private,0,51-100,2,12500000,X-GOV FUND 1,1,1,51-100,HELLOGOV,Ashburn,Virginia,United States
Hilo,2019,Manufacturing,"Manassas, Virginia, United States",20109,Hilo is a defense and space manufacturing company.,Active,2510472,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,HILO,Manassas,Virginia,United States
Global Fishing Watch,2017,Information Technology,"Washington, District of Columbia, United States",20036,"Global Fishing Watch is the product of a technology partnership between SkyTruth, Oceana.",Active,4486,0,2023-12-20,Grant,Private,$1M to $10M,51-100,2,60300000,"The Audacious Project, Patrick J. McGovern Foundation",2,1,51-100,GLOBAL FISHING WATCH,Washington,District of Columbia,United States
Hydrosat,2017,"Aerospace, AgTech, Analytics, Artificial Intelligence (AI), Big Data, Geospatial, Information Services, Machine Learning","Washington, District of Columbia, United States",20036,Hydrosat is a climate tech company that was founded to help Earth manage its most valuable resource: water.,Active,5564,Early Stage Venture,2023-04-25,Series A,Private,$1M to $10M,51-100,9,35623002,"Techstars, U.S. Department of Defense, Cultivation Capital, The Yield Lab, Blue Bear Capital",18,1,51-100,HYDROSAT,Washington,District of Columbia,United States
Constanellis Aerospace,2019,"Aerospace, Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure, Communications Infrastructure, Energy Storage, Information Technology, Satellite Communication, Software","Washington, District of Columbia, United States",20036,"Space Infrastructure, lunar based power distribution hardware and services, end to end small satellite solutions and defense solutions",Active,36325,Seed,2022-11-15,Seed,Private,Less than $1M,51-100,1,32000000,0,0,1,51-100,CONSTANELLIS AEROSPACE,Washington,District of Columbia,United States
Compuverse,2018,"Information Services, Information Technology","Washington, District of Columbia, United States",20007,"Compuverse is a cloud-based B2B Information Technology Service Provider (ITSP) serving the SMB/SME space in the legal, healthcare, etc.",Active,1237285,0,0,0,Private,0,101-250,0,0,0,0,1,101-250,COMPUVERSE,Washington,District of Columbia,United States
TAHKOM Systems,2019,"Artificial Intelligence (AI), Business Intelligence, Information Technology, Machine Learning, Management Consulting, Operating Systems","Washington, District of Columbia, United States",20006,We provide smart digital solutions that automate IT and business processes.,Active,1830576,0,0,0,Private,$10M to $50M,51-100,0,0,0,0,1,51-100,TAHKOM SYSTEMS,Washington,District of Columbia,United States
Rhea Space,2018,"Aerospace, Artificial Intelligence (AI), Satellite Communication","Washington, District of Columbia, United States",20005,Rhea Space Activity (RSA) is an astrophysics start-up company in the science and technology industry.,Active,88573,Early Stage Venture,2024-03-06,Grant,Private,Less than $1M,11-50,5,1270000,"United States Space Force, NASA, Seraphim Space, New Mexico Angels, New Mexico Vintage Fund",5,1,11-50,RHEA SPACE,Washington,District of Columbia,United States
The AI Lizard,2021,"Artificial Intelligence (AI), Machine Learning","Washington, District of Columbia, United States",20005,"Leading innovator in New AI tech space, creating cutting-edge solutions across industries. Let's unlock the potential of AI together!",Active,2969506,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,THE AI LIZARD,Washington,District of Columbia,United States
Slipstream Strategies,2016,"Consulting, Government, Information Technology","Washington, District of Columbia, United States",20003,Slipstream Strategies specializes in strategic government affairs consulting.,Active,1270514,0,0,0,Private,0,0,0,0,0,0,1,,SLIPSTREAM STRATEGIES,Washington,District of Columbia,United States
Kaotica Eyeball,2015,"Audio, E-Commerce, Manufacturing, Product Design","Dover, Delaware, United States",19904,"Kaotica Eyeball manufactures audio recording equipment, including a mobile vocal booth and a silicone pop filter.",Active,1520716,0,0,0,Private,$10M to $50M,1001-5000,0,0,0,0,1,1001-5000,KAOTICA EYEBALL,Dover,Delaware,United States
Alife Virtual,2022,"Artificial Intelligence (AI), Blockchain, Education, Machine Learning, Online Games, Simulation, Virtual Reality, Virtual World, Web3","Dover, Delaware, United States",19904,"Explore limitless possibilities! Engage in thrilling adventures, friendships, create NFT items, receive ETH coins, meet our AI assistant!",Active,102019,Seed,0,Seed,Private,0,11-50,1,200000,"AI Fund, dlab, Celo Camp, AI Seed",4,1,11-50,ALIFE VIRTUAL,Dover,Delaware,United States
C Astra Technologies,2020,"Aerospace, Machine Learning, Space Travel","Dover, Delaware, United States",19901,"C Astra Technologies is an Astra Technology company that provides aerospace, machine learning, fibers, and space flight.",Active,3250952,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,C ASTRA TECHNOLOGIES,Dover,Delaware,United States
ChainGPT,2022,"Artificial Intelligence (AI), Blockchain, Cryptocurrency, Information Technology, Machine Learning, Natural Language Processing, Software","Dover, Delaware, United States",19901,"Artificial Intelligence, SaaS, Blockchain, Crypto",Active,359127,Seed,0,Seed,Private,0,11-50,3,0,"YAY Network, Alpha Capital",2,1,11-50,CHAINGPT,Dover,Delaware,United States
REimagineHome,2023,"Artificial Intelligence (AI), Interior Design, Software, Virtualization","Dover, Delaware, United States",19901,REimagine Home offers AI-powered interior design and virtual staging for real estate and home improvement.,Active,369216,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,REIMAGINEHOME,Dover,Delaware,United States
INTERSTELLAR LAB,2018,"Aerospace, AgTech, Biotechnology, Farming, Natural Resources","Dover, Delaware, United States",19901,"Interstellar Lab designs, manufactures and operates biofarming platform to unleash the power of plants. On Earth and in Space.",Active,34122,Seed,2024-08-19,Grant,Private,$10M to $50M,11-50,8,8950000,"Bpifrance, Starburst Accelerator, NASA, Kima Ventures, Auxxo",21,1,11-50,INTERSTELLAR LAB,Dover,Delaware,United States
Memorable,2021,"Advertising, Artificial Intelligence (AI), Machine Learning, Marketing","Dover, Delaware, United States",19901,The AI-based creative optimization platform that helps marketers optimize ad creative for a higher impact on branding and conversion.,Active,94114,M&A,2022-10-25,Pre-Seed,Private,0,11-50,1,2750000,"BDMI, LDV Capital, AperiamVentures, Holly Peck",4,1,11-50,MEMORABLE,Dover,Delaware,United States
LetsData,2022,"Artificial Intelligence (AI), Information Technology, Machine Learning, Software","Dover, Delaware, United States",19901,LetsData is an AI radar of media space.,Active,137407,Seed,0,Non-equity Assistance,Private,0,11-50,2,160000,"Startup Wise Guys, Google for Startups",2,1,11-50,LETSDATA,Dover,Delaware,United States
Solves,2015,"Android, Information Technology, iOS, Machine Learning, UX Design","Wilmington, Delaware, United States",19801,Solves specializes in internet-based solutions for business and individual challenges.,Active,2509889,0,0,0,Private,Less than $1M,11-50,0,0,0,0,1,11-50,SOLVES,Wilmington,Delaware,United States
Delta-V Robotics,2018,"Information Technology, PaaS, Product Design","New Castle, Delaware, United States",19801,Delta-V Robotics is an AI-powered digital engineering platform for space industry.,Active,3438079,0,0,0,Private,$1M to $10M,10-Jan,0,0,0,0,1,10-Jan,DELTA-V ROBOTICS,New Castle,Delaware,United States
Delta-V Analytics,2021,"Aerospace, Analytics, Artificial Intelligence (AI), Simulation","New Castle, Delaware, United States",19801,Delta-V Analytics is revolutionizing the future of the Spacecraft testing and operation by merging Digital Twin with AI.,Active,1848035,0,2023-04-18,Non-equity Assistance,Private,0,10-Jan,1,0,AWS Space Accelerator,1,1,10-Jan,DELTA-V ANALYTICS,New Castle,Delaware,United States
Artificial Brain,2022,"Artificial Intelligence (AI), Quantum Computing, Software, Web Development","Wilmington, Delaware, United States",19801,Artificial Brain focuses on quantum optimization software.,Active,140627,0,0,Grant,Private,0,10-Jan,1,50000,Duality,1,1,10-Jan,ARTIFICIAL BRAIN,Wilmington,Delaware,United States
Ulterior Technologies,2018,"Consulting, Digital Marketing, E-Commerce, Information Technology, Mobile Apps, Recruiting, Software, Staffing Agency","Wilmington, Delaware, United States",19801,Ulterior Technologies Private Limited & Ulterior Technologies Inc.,Active,984293,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,ULTERIOR TECHNOLOGIES,Wilmington,Delaware,United States
OASIX,2023,"Artificial Intelligence (AI), Augmented Reality, Generative AI, Marketplace, PropTech, Real Estate","Wilmington, Delaware, United States",19801,"real estate, marketplace",Active,141630,Seed,0,Pre-Seed,Private,0,11-50,2,100000,0,0,1,11-50,OASIX,Wilmington,Delaware,United States
Worddio: Vocabualry builder,2021,"Artificial Intelligence (AI), EdTech, Education, Language Learning, Machine Learning","Middletown, Delaware, United States",19709,The only one completely passive AI-driven vocabulary-building app. We solve the biggest pain - the lack of time.,Active,111751,Seed,2021-01-05,Pre-Seed,Private,0,11-50,1,250000,"Loyal VC, Innovation Capital",2,1,11-50,WORDDIO: VOCABUALRY BUILDER,Middletown,Delaware,United States
InfraCloud,2016,"Consulting, DevOps, Information Technology, Software, Software Engineering","Newark, Delaware, United States",19702,"We help build GPU Cloud, modernize applications and infrastructure with our expertise in cloud native technologies.",Active,440822,0,0,0,Private,Less than $1M,101-250,0,0,0,0,1,101-250,INFRACLOUD,Newark,Delaware,United States
Mural City Cellars,2019,"Manufacturing, Wine And Spirits, Winery","Philadelphia, Pennsylvania, United States",19125,"Mural City Cellars is an urban winery offering wines, a wine bar, bottle shop, and event space.",Active,1620652,0,0,0,Private,$1M to $10M,10-Jan,0,0,0,0,1,10-Jan,MURAL CITY CELLARS,Philadelphia,Pennsylvania,United States
Calkins Digital,2015,"Advertising, Apps, Broadcasting, Information Technology, Mobile Apps","Levittown, Pennsylvania, United States",19057,"Calkins Digital offers a start to finish solution to help local media companies, organizations and brands take their video content OTT.",Active,3318382,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,CALKINS DIGITAL,Levittown,Pennsylvania,United States
Spark Technology Center,2019,"Electronics, Manufacturing, Product Design","Perkasie, Pennsylvania, United States",18944,"Spark Technology Center is a platform that provides office space streamlined access to manufacturing, engineering, and guidance.",Active,2527079,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,SPARK TECHNOLOGY CENTER,Perkasie,Pennsylvania,United States
Atlantic Carbon Group,2016,"Industrial, Manufacturing, Mining, Oil and Gas","Hazleton, Pennsylvania, United States",18201,Atlantic Carbon Group is an anthracite mining and processing company.,Active,1377420,M&A,2016-08-03,Undisclosed,Private,$10M to $50M,51-100,1,0,Atrum Coal,1,1,51-100,ATLANTIC CARBON GROUP,Hazleton,Pennsylvania,United States
NinjaTek,2015,"3D Printing, Industrial, Manufacturing","Manheim, Pennsylvania, United States",17545,NinjaTek is a 3D printing material supplier focused on introducing specialty materials for use in the industrial space.,Active,1087406,0,0,0,Private,0,251-500,0,0,0,0,1,251-500,NINJATEK,Manheim,Pennsylvania,United States
Box Robotics,2019,"Industrial Automation, Robotics","Pittsburgh, Pennsylvania, United States",15275,"Box Robotics is a mobile robotics startup bringing high-definition maps, three-dimensional LiDAR.",Active,156439,M&A,2020-08-07,Grant,Private,0,10-Jan,1,255730,National Science Foundation,1,1,10-Jan,BOX ROBOTICS,Pittsburgh,Pennsylvania,United States
Formlogic,2018,"Artificial Intelligence (AI), Industrial Automation, Industrial Engineering, Machine Learning, Manufacturing, Mechanical Engineering","Pittsburgh, Pennsylvania, United States",15201,Formlogic is an autonomous manufacturing company that uses machine learning and physics simulation to precision parts.,Active,14514,Early Stage Venture,2024-02-07,Debt Financing,Private,0,51-100,5,40400000,"Trinity Capital, Alumni Ventures, Marbruck, 8VC, Two Sigma Ventures",13,1,51-100,FORMLOGIC,Pittsburgh,Pennsylvania,United States
Peig,2022,"Cyber Security, Identity Management, Information Technology, IT Infrastructure, SaaS, Software","Pittsburgh, Pennsylvania, United States",15201,Peig is a device-bound workspace browser for passwordless enterprise access in hybrid cloud environments and BYOD scenarios.,Active,1878419,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,PEIG,Pittsburgh,Pennsylvania,United States
Coeo Space,2018,"Artificial Intelligence (AI), Computer, Software","Warrendale, Pennsylvania, United States",15086,Coeo Space is an award-winning open data tech platform in the Commercial Real Estate Industry.,Active,155437,0,2020-02-12,Undisclosed,Private,0,10-Jan,4,100000,"Innovation Works, Second Century Ventures, Mountain State Capital, Cacker Capital",4,1,10-Jan,COEO SPACE,Warrendale,Pennsylvania,United States
