contract_award_unique_key,award_id_piid,total_obligated_amount,current_total_value_of_award,potential_total_value_of_award,award_base_action_date,award_base_action_year,current_end_date,awarding_agency_name,awarding_sub_agency_name,funding_agency_name,funding_sub_agency_name,recipient_name,recipient_parent_name,recipient_city_name,recipient_state_code,recipient_zipcode,primary_place_of_performance_city_name,primary_place_of_performance_state_code,award_type,type_of_contract_pricing,product_or_service_code_description,naics_code,naics_description,number_of_offers_received,organizational_type,clean_recipient_name,clean_recipient_parent_name
CONT_AWD_N0002420F8405_9700_N0002418D6401_9700,N0002420F8405,2100000,3000000,3000000,2020-06-22,2020,2021-10-21,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8327_9700_N0002418D6401_9700,N0002420F8327,11696357,21910259,21910259,2020-06-19,2020,2023-09-30,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8373_9700_N0002418D6401_9700,N0002420F8373,300000,1000000,1000000,2020-06-16,2020,2023-04-15,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8398_9700_N0002418D6401_9700,N0002420F8398,1631799,1631799,1631799,2020-06-15,2020,2021-12-31,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8396_9700_N0002418D6401_9700,N0002420F8396,50000,149977,149977,2020-06-15,2020,2021-06-14,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8369_9700_N0002418D6401_9700,N0002420F8369,180000,350000,350000,2020-06-15,2020,2022-09-30,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8399_9700_N0002418D6401_9700,N0002420F8399,219843.48,219844,219844,2020-06-09,2020,2021-06-08,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8397_9700_N0002418D6401_9700,N0002420F8397,749864.72,749864.72,749864.72,2020-06-03,2020,2021-06-02,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8390_9700_N0002418D6401_9700,N0002420F8390,250000,1500000,1500000,2020-06-09,2020,2023-06-08,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8384_9700_N0002418D6401_9700,N0002420F8384,745936.66,745936.66,745936.66,2020-06-08,2020,2022-09-30,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8382_9700_N0002418D6401_9700,N0002420F8382,2931.63,112210.63,112210.63,2020-06-03,2020,2023-06-02,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8366_9700_N0002418D6401_9700,N0002420F8366,30595690,30595690,30595690,2020-06-03,2020,2023-06-02,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8365_9700_N0002418D6401_9700,N0002420F8365,40000,2092746,2092746,2020-06-09,2020,2023-06-08,Department of Defense,Department of the Navy,Department of Defense,Department of the Air Force,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8401_9700_N0002418D6401_9700,N0002420F8401,50000,50000,50000,2020-06-02,2020,2021-06-28,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8381_9700_N0002418D6401_9700,N0002420F8381,1075000,3000000,3000000,2020-05-27,2020,2023-05-26,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8380_9700_N0002418D6401_9700,N0002420F8380,49859.67,49859.67,49859.67,2020-05-04,2020,2021-04-03,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8379_9700_N0002418D6401_9700,N0002420F8379,363742.39,2812316.39,2812316.39,2020-05-04,2020,2022-09-30,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8370_9700_N0002418D6401_9700,N0002420F8370,2692020.6,2692020.6,2692020.6,2020-05-04,2020,2023-05-03,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,STATE COLLEGE,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8385_9700_N0002418D6401_9700,N0002420F8385,2492500,3000000,3000000,2020-04-28,2020,2023-04-27,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8363_9700_N0002418D6401_9700,N0002420F8363,396500.51,2846500.51,2846500.51,2020-04-27,2020,2021-06-26,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8334_9700_N0002418D6401_9700,N0002420F8334,9789125,13239800,13239800,2020-04-24,2020,2023-04-23,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8375_9700_N0002418D6401_9700,N0002420F8375,1388000,1388000,1388000,2020-04-21,2020,2021-04-20,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8368_9700_N0002418D6401_9700,N0002420F8368,1752012,1752012,1752012,2020-04-21,2020,2022-10-31,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8358_9700_N0002418D6401_9700,N0002420F8358,700000,700000,700000,2020-04-16,2020,2021-07-15,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS AWARD FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8329_9700_N0002418D6401_9700,N0002420F8329,6676620,7227619,7227619,2020-04-10,2020,2023-09-30,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8360_9700_N0002418D6401_9700,N0002420F8360,149246.56,149246.56,149246.56,2020-04-02,2020,2022-09-30,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8353_9700_N0002418D6401_9700,N0002420F8353,300016,300016,300016,2020-03-31,2020,2022-03-31,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8364_9700_N0002418D6401_9700,N0002420F8364,497778.24,497778.24,497778.24,2020-03-30,2020,2021-03-29,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8361_9700_N0002418D6401_9700,N0002420F8361,248800.48,248800.48,248800.48,2020-03-27,2020,2021-01-31,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,STATE COLLEGE,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8395_9700_N0002418D6401_9700,N0002420F8395,318550,318550,318550,2020-06-01,2020,2021-09-30,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8346_9700_N0002418D6401_9700,N0002420F8346,1290860,1290860,1290860,2020-05-18,2020,2022-09-30,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8388_9700_N0002418D6401_9700,N0002420F8388,750000,750000,750000,2020-05-15,2020,2023-05-14,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8351_9700_N0002418D6401_9700,N0002420F8351,1835000,4500000,4500000,2020-03-20,2020,2023-03-19,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
CONT_AWD_N0002420F8340_9700_N0002418D6401_9700,N0002420F8340,62778.63,62778.63,62778.63,2020-03-19,2020,2021-02-28,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY,UNIVERSITY PARK,PA,16802,UNIVERSITY PARK,PA,DELIVERY ORDER,COST PLUS FIXED FEE,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",0,CORPORATE TAX EXEMPT,THE PENNSYLVANIA STATE UNIVERSITY,THE PENNSYLVANIA STATE UNIVERSITY
